index,datetime,ticker,price,prev_close,change,volume,perf_week,perf_month,perf_quarter,perf_year,perf_ytd,1_day_article_count,1_day_sentiment_avg,2_day_article_count,2_day_sentiment_avg,3_day_article_count,3_day_sentiment_avg,4_day_article_count,4_day_sentiment_avg,7_day_article_count,7_day_sentiment_avg,10_day_article_count,10_day_sentiment_avg,14_day_article_count,14_day_sentiment_avg,21_day_article_count,21_day_sentiment_avg,28_day_article_count,28_day_sentiment_avg,42_day_article_count,42_day_sentiment_avg,60_day_article_count,60_day_sentiment_avg,75_day_article_count,75_day_sentiment_avg,90_day_article_count,90_day_sentiment_avg,100_day_article_count,100_day_sentiment_avg,120_day_article_count,120_day_sentiment_avg,150_day_article_count,150_day_sentiment_avg,180_day_article_count,180_day_sentiment_avg
48,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
49,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
50,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
51,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
52,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
53,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
54,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
55,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
56,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
57,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
